[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
RSNPO.Ttanpo77,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name and title of person to contact"
RSNPO.Ttanpo78,"President","President","Name and title of person to contact"
RSNPO.Ttanpo12,"(514) 887-8685","(514) 887-8685","Telephone number"
RSNPO.Ttanpo27,"President","President","Position"
FDAUT.Ttaaut105,"N","N","Transfer the information entered in this form to the provincial consent forms"
FDAUT.Ttaaut174,"2018-09-19","2018-09-19","Rolled forward data – Date the form was last submitted"
FDAUT.Ttaaut24,"Mongiat Bernucci, LLP","Mongiat Bernucci, LLP","Representative information – Name of the group"
FDAUT.Ttaaut18,"(514)278-3741","(514)278-3741","Representative information – Telephone number"
FDAUT.Ttaaut109,"Gurpreet Singh","Gurpreet Singh","Certification – First name"
FDAUT.Ttaaut118,"Sandhu","Sandhu","Certification – Last name"
QCQUE.Ttwque12,"QC","QC","Province"
QCQUE.Ttwque645,"H2H 1V3","H2H 1V3","Postal code"
QCQUE.Ttwque18,"2024-03-31","2023-03-31","End date of the previous fiscal period"
QCQUE.Ttwque501,"N","N","Did the corporation receive any government assistance (subsidy) during the fiscal period entered on line 05?"
QCQUE.Ttwque641,"N","N","Did the corporation receive, hold or dispose of (sell, transfer, exchange, gift, etc.) any crypto-assets (form TP-21.4.39)?"
QCQUE.Ttwque230,"N","N","Is the corporation a farming or fishing corporation?"
QCQUE.Ttwque410,"N","N","Is the corporation a non-profit organization?"
QCQUE.Ttwque510,"N","N","Has the corporation ceased its activities?"
QCQUE.Ttwque668,"1","1","Is the information about the corporation in the enterprise register accurate?"
QCQUE.Ttwque379,"N","N","Does the corporation hold an interest in a joint venture or in one or more partnerships?"
QCQUE.Ttwque562,"N","N","Is one or more of the associated corporations a Canadian corporation resident outside Québec?"
QCQUE.Ttwque565,"N","N","Is one or more of the associated corporations resident outside Canada?"
QCQUE.SLIPC[1].TtwqueC1,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of director of the corporation"
QCQUE.SLIPC[1].TtwqueC2,"288 418 437","288 418 437","Director of the corporation – Social insurance number (SIN)"
QCQUE.SLIPC[1].TtwqueC3,"President","President","Corporation's directors – Title or position"
QCQUE.SLIPC[2].TtwqueC1,"Harpreet Singh Sandhu","Harpreet Singh Sandhu","Name of director of the corporation"
QCQUE.SLIPC[2].TtwqueC2,"294 812 201","294 812 201","Director of the corporation – Social insurance number (SIN)"
QCQUE.SLIPC[2].TtwqueC3,"Secretary","Secretary","Corporation's directors – Title or position"
QCQUE.SLIPD[1].TtwqueD1,"9455-4201 Quebec inc.","9455-4201 Quebec inc.","Name of shareholder of the corporation"
QCQUE.SLIPD[1].TtwqueD4,"1229112348","1229112348","Shareholder – Identification number (corporation)"
QCQUE.SLIPD[1].TtwqueD5,"100","100","Percentage of voting shares held"
QCQUE.Ttwque265,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of contact person"
QCQUE.Ttwque266,"(514) 887-8685","(514) 887-8685","Phone"
QCQUE.Ttwque600,"4540 Papineau Montreal QC H2H 1V3","4540 Papineau Montreal QC H2H 1V3","Address of the location of the registers"
QCQUE.Ttwque498,"","921.00","Amount paid"
QCQUE.Ttwque189,"(514) 887-8685","(514) 887-8685","Signature – Area code – Phone"
QCQUE.Ttwque575,"Mongiat Bernucci LLP","Mongiat Bernucci LLP","Preparer – Name"
QCQUE.Ttwque576,"6682 St Denis","6682 St Denis","Preparer – Address"
QCQUE.Ttwque578,"(514) 278-3741","(514) 278-3741","Preparer – Telephone:"
QCNIQ.Ttwniq290,"22,035","22,584","Prior year – Net income according to the corporation's financial statements"
QCNIQ.Ttwniq291,"3,126","3,017","Prior year – Provision for income tax for the year concerned"
QCNIQ.Ttwniq303,"22,645","25,230","Prior year – Amortization of property according to the financial statements – Corporeal property"
QCNIQ.Ttwniq305,"22,645","25,230","Prior year – Add lines 25a and 25b."
QCNIQ.Ttwniq365,"22,178","23,588","Prior year – Capital cost allowance (form CO-130.A)"
QCQDD.Ttwqdd91,"President","President","Position or title"
MJRAW.SLIPA[2].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[2].TtwrawA598,"-21,235","","Net income for income tax purposes"
MJRAW.SLIPA[3].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[3].TtwrawA598,"-13,045","","Net income for income tax purposes"
MJRAW.SLIPA[4].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[4].TtwrawA598,"390,551","","Net income for income tax purposes"
MJRAW.SLIPA[5].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[5].TtwrawA598,"-32,467","","Net income for income tax purposes"
MJRAW.SLIPA[6].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[6].TtwrawA598,"-665,484","","Net income for income tax purposes"
MJRAW.SLIPA[7].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[7].TtwrawA598,"312,963","","Net income for income tax purposes"
MJRAW.SLIPA[8].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[8].TtwrawA598,"112,788","","Net income for income tax purposes"
MJRAW.SLIPA[9].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[9].TtwrawA598,"-3,147","","Net income for income tax purposes"
MJRAW.SLIPA[10].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[10].TtwrawA598,"-3,065","","Net income for income tax purposes"
MJRAW.SLIPA[11].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[11].TtwrawA598,"-3,015","","Net income for income tax purposes"
MJRAW.SLIPA[12].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[12].TtwrawA598,"577,222","","Net income for income tax purposes"
MJRAW.SLIPA[13].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[13].TtwrawA598,"692,531","","Net income for income tax purposes"
MJRAW.SLIPA[14].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[14].TtwrawA598,"-465,609","","Net income for income tax purposes"
MJRAW.SLIPA[15].TtwrawA595,"","","Total capital cost of eligible property"
MJRAW.SLIPA[15].TtwrawA598,"-55,143","","Net income for income tax purposes"
QCCFQ.Ttwcfq23,"99,278","102,031","Opening net book value"
MJRAW.SLIPA[2].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[2].TtwrawA530,"-21,235","","Net income"
MJRAW.SLIPA[2].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[3].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[3].TtwrawA530,"-13,045","","Net income"
MJRAW.SLIPA[3].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[4].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[4].TtwrawA530,"390,551","","Net income"
MJRAW.SLIPA[4].TtwrawA531,"3,269","","Income tax payable"
MJRAW.SLIPA[5].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[5].TtwrawA530,"-32,467","","Net income"
MJRAW.SLIPA[5].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[6].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[6].TtwrawA530,"-665,484","","Net income"
MJRAW.SLIPA[6].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[7].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[7].TtwrawA530,"312,963","","Net income"
MJRAW.SLIPA[7].TtwrawA531,"20,184","","Income tax payable"
MJRAW.SLIPA[8].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[8].TtwrawA530,"112,788","","Net income"
MJRAW.SLIPA[8].TtwrawA531,"4,277","","Income tax payable"
MJRAW.SLIPA[9].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[9].TtwrawA530,"-3,147","","Net income"
MJRAW.SLIPA[9].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[10].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[10].TtwrawA530,"-3,065","","Net income"
MJRAW.SLIPA[10].TtwrawA531,"","","Income tax payable"
MJRAW.SLIPA[11].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[11].TtwrawA530,"-3,015","","Net income"
MJRAW.SLIPA[11].TtwrawA531,"","","Income tax payable"
MJRAW.SLIPA[12].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[12].TtwrawA530,"577,222","","Net income"
MJRAW.SLIPA[12].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[13].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[13].TtwrawA530,"692,531","","Net income"
MJRAW.SLIPA[13].TtwrawA531,"25,032","","Income tax payable"
MJRAW.SLIPA[14].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[14].TtwrawA530,"-465,609","","Net income"
MJRAW.SLIPA[14].TtwrawA531,"0","","Income tax payable"
MJRAW.SLIPA[15].TtwrawA532,"","","Additional deduction for transportation costs of a remote manufacturing SMEs"
MJRAW.SLIPA[15].TtwrawA530,"-55,143","","Net income"
MJRAW.SLIPA[15].TtwrawA531,"0","","Income tax payable"
QCQTX.Ttwqtx317,"3","3","Check the appropriate box on form CO-771. "
QCQTX.Ttwqtx17,"0","0","Number of paid work hours of the employees of the corporation in the taxation year"
MJRAW.SLIPA[2].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[2].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[2].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[3].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[3].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[3].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[4].TtwrawA333,"0.180560","","Percentage required to maximize the SBD"
MJRAW.SLIPA[4].TtwrawA331,"7,113","","SBD"
MJRAW.SLIPA[4].TtwrawA332,"3,269","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[5].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[5].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[5].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[6].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[6].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[6].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[7].TtwrawA333,"0.625926","","Percentage required to maximize the SBD"
MJRAW.SLIPA[7].TtwrawA331,"15,807","","SBD"
MJRAW.SLIPA[7].TtwrawA332,"20,184","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[8].TtwrawA333,"0.212058","","Percentage required to maximize the SBD"
MJRAW.SLIPA[8].TtwrawA331,"8,694","","SBD"
MJRAW.SLIPA[8].TtwrawA332,"4,277","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[9].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[9].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[9].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[10].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[10].TtwrawA331,"","","SBD"
MJRAW.SLIPA[10].TtwrawA332,"","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[11].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[11].TtwrawA331,"","","SBD"
MJRAW.SLIPA[11].TtwrawA332,"","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[12].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[12].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[12].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[13].TtwrawA333,"0.538438","","Percentage required to maximize the SBD"
MJRAW.SLIPA[13].TtwrawA331,"5,928","","SBD"
MJRAW.SLIPA[13].TtwrawA332,"25,032","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[14].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[14].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[14].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
MJRAW.SLIPA[15].TtwrawA333,"0.000000","","Percentage required to maximize the SBD"
MJRAW.SLIPA[15].TtwrawA331,"0","","SBD"
MJRAW.SLIPA[15].TtwrawA332,"0","","Income tax, special taxes and contributions payable (CO-17)"
QCTAQ.Ttwtaq79,"24,767","0","Adjusted taxable income – Second previous tax year"
QCTAQ.Ttwtaq78,"25,628","24,767","Adjusted taxable income – First previous tax year"
QCQJB[1].Ttwqjb1,"1","1","Check the box that corresponds to the type of entity that incurred the qualified expenditures (only one choice per form is possible)."
MJRAW.SLIPA[2].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[3].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[4].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[5].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[6].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[7].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[8].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[9].TtwrawA471,"","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[10].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[11].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[12].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[13].TtwrawA471,"75,000,000","75,000,000","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[14].TtwrawA471,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[15].TtwrawA471,"0","","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[2].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[3].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[4].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[5].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[6].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[7].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[8].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[9].TtwrawA569,"","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[10].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[11].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[12].TtwrawA569,"0","0","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[13].TtwrawA569,"100,000,000","100,000,000","Allocation of the balance of the cumulative limit"
MJRAW.SLIPA[14].TtwrawA569,"0","","Allocation of the balance of the cumulative limit"
QCITC.Ttqitc137,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","First and last name of the authorized representative"
QCITC.Ttqitc139,"(514) 887-8685","(514) 887-8685","Area code Telephone"
MJRAW.SLIPA[2].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[3].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[4].TtwrawA488,"3,269","","Income tax payable"
MJRAW.SLIPA[5].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[6].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[7].TtwrawA488,"20,184","","Income tax payable"
MJRAW.SLIPA[8].TtwrawA488,"4,277","","Income tax payable"
MJRAW.SLIPA[9].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[10].TtwrawA488,"","","Income tax payable"
MJRAW.SLIPA[11].TtwrawA488,"","","Income tax payable"
MJRAW.SLIPA[12].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[13].TtwrawA488,"25,032","","Income tax payable"
MJRAW.SLIPA[14].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[15].TtwrawA488,"0","","Income tax payable"
MJRAW.SLIPA[2].TtwrawA146,"6682 St. Denis","6682 St. Denis","Address"
